Sesso,DataNascita,DataDecesso,EtaDecesso
M,1910-12-21,2001-03-03,90
M,1928-01-23,2020-12-10,92
F,1942-05-12,2001-05-21,59
F,1926-03-31,2015-02-09,88
F,1924-12-08,2018-02-02,93
F,1921-08-10,2018-09-16,97
F,1922-02-25,2013-07-24,91
F,1913-04-27,2007-07-29,94
M,1916-03-16,2001-03-24,85
M,1915-09-20,2010-10-22,95
F,1951-05-04,2014-12-27,63
M,1925-01-21,2000-01-18,74
M,1923-04-06,2005-01-20,81
F,1920-06-23,2003-12-25,83
F,1920-01-14,2015-01-27,95
M,1930-07-10,2018-09-22,88
M,1946-09-29,2020-05-29,73
M,1918-09-13,2002-02-14,83
F,1927-10-20,2012-02-10,84
M,1974-08-09,2009-07-22,34
F,1915-11-26,2013-12-30,98
F,1951-05-29,2006-08-23,55
M,1924-01-25,2010-02-14,86
M,1913-12-07,2006-01-25,92
F,1937-01-09,2012-07-25,75
F,1925-05-05,2019-04-07,93
F,1949-07-01,2020-08-06,71
F,1920-02-04,2013-01-23,92
F,1938-09-01,2019-04-04,80
F,1924-12-23,2020-01-15,95
F,1919-03-10,2003-08-09,84
M,1932-11-18,2006-12-09,74
M,1925-12-25,2016-02-13,90
F,1956-04-11,2005-05-09,49
F,1914-09-17,2002-05-22,87
M,1961-07-10,2018-05-08,56
M,1951-02-24,2020-03-02,69
F,1916-02-17,2015-04-05,99
F,1926-07-01,2012-09-06,86
M,1945-04-09,2009-02-16,63
F,1911-10-03,2003-09-28,91
F,1921-01-01,2008-01-30,87
M,1922-12-20,2002-11-04,79
M,1943-08-28,2014-06-17,70
F,1913-03-13,2009-05-24,96
F,1940-09-21,2019-05-10,78
M,1927-10-21,2001-01-12,73
M,2002-08-29,2003-03-30,0
M,1927-10-05,2017-02-13,89
F,1924-02-28,2016-02-09,91
M,1929-07-12,2007-09-24,78
F,1920-07-07,2009-05-25,88
M,1939-11-19,2008-02-08,68
F,1930-11-26,2019-09-09,88
M,1956-01-25,2016-09-11,60
M,1929-07-26,2013-12-21,84
M,1928-05-02,2011-02-03,82
M,1912-06-12,2008-10-16,96
M,1925-11-19,2001-04-26,75
M,1921-02-12,2005-09-11,84
M,1911-03-23,2008-01-25,96
F,1920-03-05,2004-09-03,84
M,1924-12-19,2001-01-08,76
M,1926-03-13,2005-02-05,78
M,1931-09-21,2005-06-23,73
F,1906-10-02,2002-05-31,95
F,1921-11-06,2007-09-26,85
F,1929-03-21,2010-06-16,81
F,1908-08-22,2012-01-18,103
F,1921-01-30,2008-09-24,87
F,1962-04-07,2019-03-15,56
M,1934-09-08,2010-07-20,75
F,1941-06-22,2008-04-26,66
F,1920-02-22,2004-03-04,84
F,1928-03-13,2013-10-02,85
M,1922-03-16,2011-12-30,89
M,1919-07-03,2004-03-15,84
M,1933-11-05,2008-10-16,74
F,1925-01-02,2011-07-05,86
M,1927-04-16,2003-08-05,76
F,1914-09-01,2015-10-14,101
M,1942-07-13,2003-07-05,60
F,1955-07-07,2019-07-25,64
M,1926-12-14,2007-01-21,80
M,1949-02-06,2005-10-21,56
M,1957-09-22,2018-02-24,60
F,1935-10-09,2003-10-07,67
F,1932-10-05,2005-10-10,73
F,1915-09-16,2000-03-19,84
F,1935-12-29,2020-10-11,84
F,1921-05-15,2008-03-08,86
M,1933-05-26,2005-07-09,72
F,1924-06-28,2005-12-16,81
F,1919-09-22,2003-03-19,83
M,1921-02-17,2004-11-29,83
F,1922-08-10,2006-09-20,84
M,1920-01-29,2000-04-18,80
M,1934-05-27,2003-12-02,69
F,1933-07-15,2020-06-14,86
F,1930-09-25,2018-01-15,87
F,1928-10-17,2019-10-12,90
M,1939-02-01,2015-11-12,76
M,1921-08-02,2003-01-05,81
M,1923-03-24,2004-10-30,81
M,1929-09-20,2015-11-07,86
F,1911-03-29,2004-05-01,93
F,1928-12-16,2015-12-01,86
F,1922-06-28,2009-08-28,87
M,1926-08-24,2017-07-09,90
M,1962-08-17,2015-03-21,52
M,1921-08-06,2003-08-30,82
F,1921-02-18,2003-02-04,81
M,1925-03-01,2014-10-01,89
F,1926-02-12,2008-08-04,82
M,1944-04-04,2004-03-27,59
F,1908-06-20,2003-04-08,94
F,1915-03-30,2000-12-26,85
M,1935-11-11,2006-04-11,70
M,1929-09-05,2018-07-12,88
M,1958-07-20,2002-09-08,44
F,1934-05-18,2016-04-22,81
F,1956-12-18,2019-05-30,62
M,1958-04-23,2018-01-25,59
F,1930-07-03,2016-08-26,86
F,1942-02-21,2015-03-04,73
M,1935-05-30,2011-12-12,76
F,1940-01-06,2020-10-29,80
F,1914-08-26,2000-02-12,85
F,1926-08-22,2016-02-13,89
F,1940-02-16,2020-01-28,79
M,1933-12-01,2016-10-25,82
F,1935-10-27,2013-10-03,77
M,1921-09-09,2004-02-02,82
F,1955-07-27,2019-07-08,63
F,1926-06-27,2003-06-05,76
M,1925-06-20,2011-08-08,86
M,1930-02-27,2013-07-28,83
M,1927-10-08,2014-03-27,86
M,1935-08-04,2020-05-16,84
M,1917-01-10,2000-06-06,83
F,1926-06-13,2016-12-06,90
M,1956-04-27,2011-03-02,54
M,1927-10-13,2009-03-12,81
F,1924-06-17,2017-06-21,93
M,1946-04-17,2020-11-26,74
M,1926-11-20,2015-08-26,88
F,1923-03-06,2015-02-13,91
M,1930-02-27,2001-04-24,71
M,1921-03-23,2010-07-12,89
F,1926-07-01,2018-10-22,92
F,1922-12-17,2015-05-15,92
M,1911-12-19,2004-09-26,92
F,1913-03-11,2001-07-01,88
M,1910-07-02,2000-01-05,89
M,1919-12-03,2001-02-09,81
M,1913-09-17,2004-12-28,91
M,1929-11-13,2017-09-13,87
M,1932-10-27,2012-02-03,79
M,1935-09-01,2003-12-03,68
M,1970-05-13,2016-10-24,46
F,1913-09-01,2009-03-15,95
F,1931-06-28,2016-01-26,84
F,1924-12-26,2015-09-28,90
F,1921-11-13,2004-02-12,82
M,1934-06-22,2006-09-04,72
F,1925-03-07,2015-12-20,90
M,1939-06-06,2002-05-02,62
M,1987-07-09,2013-08-20,26
F,1923-08-16,2003-11-16,80
F,1943-09-08,2006-03-04,62
M,1926-12-30,2008-01-25,81
F,1935-10-21,2019-06-22,83
M,1944-01-13,2010-12-30,66
F,1938-06-16,2014-05-03,75
F,1917-09-10,2019-08-11,101
F,1923-07-27,2018-06-25,94
F,1911-04-10,2002-06-12,91
M,1932-01-31,2020-09-18,88
F,1930-05-08,2020-09-09,90
M,1912-10-09,2001-05-31,88
F,1943-04-08,2016-07-21,73
M,1927-07-19,2015-03-29,87
M,1958-08-01,2020-02-15,61
M,1966-08-04,2015-03-25,48
F,1943-03-29,2019-02-11,75
F,1911-08-18,2001-02-24,89
F,1924-07-06,2004-12-31,80
F,1931-03-19,2019-11-12,88
M,1939-09-12,2017-05-14,77
M,1966-10-08,2016-04-08,49
M,1928-08-05,2014-09-23,86
M,1916-01-17,2007-04-03,91
F,1922-02-11,2001-06-06,79
M,1920-11-22,2013-07-07,92
M,1937-09-22,2012-09-12,74
F,1922-11-17,2011-08-05,88
F,1969-06-18,2017-11-07,48
M,1913-09-20,2004-02-18,90
M,1932-08-20,2018-07-27,85
M,1925-09-13,2001-06-15,75
M,1920-09-01,2008-10-28,88
M,1926-03-14,2011-08-25,85
M,1940-06-15,2011-10-22,71
M,2012-02-14,2016-03-21,4
M,1920-03-22,2004-05-08,84
F,1942-06-06,2009-06-14,67
F,1931-10-12,2006-03-20,74
M,1943-08-18,2004-03-05,60
M,1917-09-18,2010-01-23,92
F,1928-10-22,2013-07-06,84
F,1915-10-05,2014-05-22,98
M,1937-05-20,2014-11-08,77
M,1926-08-19,2011-05-11,84
F,1922-09-11,2016-06-01,93
M,1913-01-15,2011-01-10,97
F,1930-01-19,2020-01-13,89
M,1930-11-11,2004-05-28,73
F,1924-05-24,2005-02-27,80
F,1931-06-18,2008-01-27,76
M,1923-01-24,2006-08-24,83
M,1933-09-12,2016-06-24,82
F,1954-04-09,2018-11-13,64
M,1966-05-21,2008-07-06,42
F,1909-11-22,2003-08-07,93
F,1957-01-12,2020-07-29,63
M,1927-03-11,2018-12-30,91
F,1917-10-01,2010-01-05,92
F,1932-04-06,2015-05-10,83
F,1927-10-06,2006-01-14,78
M,1925-03-20,2018-09-03,93
M,1940-11-02,2004-05-24,63
F,1916-08-28,2003-03-19,86
F,1932-11-29,2016-07-19,83
M,1920-05-04,2006-02-14,85
F,1925-01-29,2016-10-15,91
F,2013-03-20,2013-03-21,0
M,1960-03-11,2019-08-17,59
M,1947-02-17,2014-02-13,66
M,1926-10-18,2007-04-03,80
M,1933-09-18,2016-09-03,82
F,1947-11-15,2016-06-12,68
M,1927-09-29,2005-09-16,77
M,1955-02-24,2015-06-07,60
F,1925-12-04,2019-03-11,93
F,1907-10-03,2000-11-17,93
M,1929-08-09,2016-11-08,87
F,1927-03-03,2014-02-21,86
F,1934-07-20,2012-01-22,77
M,1921-10-17,2008-09-21,86
F,1923-12-19,2006-02-20,82
F,1911-01-16,2000-12-07,89
M,1984-03-23,2010-08-07,26
M,1943-02-17,2017-07-22,74
M,1954-04-22,2020-07-14,66
F,1949-07-27,2013-10-28,64
F,1928-11-22,2018-01-20,89
M,1944-02-07,2019-01-31,74
F,1953-06-16,2013-07-15,60
M,1927-10-09,2016-07-14,88
M,1956-05-07,2013-02-15,56
M,1935-05-25,2020-11-26,85
F,1928-01-26,2011-05-08,83
F,1935-12-16,2015-01-12,79
F,1913-08-21,2005-01-05,91
F,1914-09-23,2009-10-16,95
F,1936-08-05,2002-01-04,65
F,1911-10-26,2009-03-11,97
F,1927-11-21,2017-11-05,89
F,1925-03-01,2011-02-08,85
M,1936-07-15,2019-01-17,82
M,1950-02-17,2017-11-14,67
M,1938-07-29,2003-09-02,65
M,1935-10-26,2013-02-24,77
M,1940-05-09,2009-05-22,69
F,1907-08-12,2006-10-23,99
F,1916-06-15,2006-12-06,90
M,1965-05-07,2014-10-01,49
M,1931-08-31,2012-05-29,80
M,1942-04-25,2019-05-31,77
M,1942-04-25,2007-10-11,65
F,1927-09-24,2020-06-24,92
F,1938-10-17,2019-11-01,81
F,1936-09-26,2007-04-09,70
M,1937-05-20,2018-03-21,80
F,1951-12-14,2010-01-08,58
M,1982-02-18,2000-07-14,18
F,1942-09-10,2009-08-20,66
F,1953-07-01,2005-05-31,51
M,1928-02-09,2014-12-03,86
M,1912-01-16,2005-04-07,93
M,1921-07-24,2015-05-01,93
F,1916-02-02,2009-10-14,93
F,1916-10-08,2017-09-26,100
F,1910-05-28,2004-12-26,94
M,1921-02-10,2009-05-06,88
M,1930-06-24,2012-05-26,81
F,1911-06-03,2006-10-20,95
F,1932-10-21,2015-06-09,82
M,1934-07-20,2016-05-14,81
M,1921-06-10,2000-07-01,79
F,1920-03-05,2005-01-09,84
F,1935-03-09,2017-04-27,82
F,1932-09-18,2011-10-21,79
M,1926-08-21,2009-04-20,82
M,1944-12-01,2013-04-21,68
F,1922-11-28,2002-10-16,79
M,1935-10-26,2009-09-24,73
M,1931-03-16,2004-10-29,73
F,1940-12-17,2013-12-15,72
M,1930-12-05,2017-10-18,86
F,1931-03-09,2012-10-04,81
M,1930-04-18,2015-02-20,84
M,1913-06-02,2005-01-20,91
F,1910-03-13,2000-12-17,90
F,1909-11-03,2002-12-31,93
F,1927-06-01,2009-09-11,82
F,1930-09-20,2001-11-26,71
F,1928-04-29,2007-11-23,79
F,1922-04-21,2016-10-20,94
M,1927-02-18,2013-07-08,86
F,1910-09-12,2007-03-08,96
F,1939-08-20,2020-01-19,80
F,1924-11-30,2003-02-16,78
F,1931-03-05,2012-02-24,80
M,1928-03-09,2004-02-23,75
F,1923-09-25,2015-10-02,92
M,1941-04-28,2000-08-26,59
F,1923-02-26,2003-11-22,80
M,1941-04-15,2004-11-19,63
F,1920-05-30,2012-11-06,92
M,1914-11-21,2011-03-06,96
F,1926-04-02,2014-11-19,88
F,1945-09-09,2001-04-07,55
F,1946-07-15,2000-01-25,53
F,1910-05-08,2007-07-26,97
F,1939-01-30,2002-04-25,63
F,1908-04-10,2001-03-29,92
F,1960-07-15,2005-11-19,45
M,1943-08-12,2012-02-06,68
F,1932-03-21,2012-07-30,80
M,1927-06-01,2016-11-20,89
M,1927-05-03,2011-10-17,84
F,1937-08-06,2017-03-25,79
M,1936-04-20,2020-01-08,83
F,1901-06-17,2000-11-17,99
F,1950-10-24,2012-01-04,61
F,1923-08-08,2002-10-15,79
F,1908-08-15,2006-05-11,97
F,1928-07-03,2020-11-14,92
M,1943-09-21,2019-01-02,75
M,1979-05-07,2018-12-06,39
F,1930-01-31,2017-01-17,86
F,1943-05-26,2009-01-12,65
F,1911-06-16,2003-08-10,92
F,1945-02-14,2018-01-12,72
F,1936-03-25,2019-07-28,83
F,1936-04-27,2011-02-22,74
F,1932-03-24,2018-03-01,85
F,1923-04-16,2011-05-26,88
F,1920-08-23,2006-02-03,85
M,1928-10-28,2007-01-23,78
M,1964-11-20,2009-11-06,44
F,1936-06-11,2014-08-30,78
M,1927-05-17,2009-11-07,82
M,1928-03-06,2000-01-05,71
F,1951-12-17,2016-09-29,64
F,1923-01-24,2006-12-30,83
F,1920-06-02,2017-10-02,97
M,1954-04-05,2014-02-02,59
M,1927-12-22,2001-05-27,73
M,1951-01-15,2020-03-04,69
M,1943-11-15,2020-12-02,77
F,1906-06-23,2006-01-12,99
F,1946-04-12,2018-08-31,72
M,1914-10-11,2011-10-23,97
F,1907-08-30,2002-05-20,94
F,1909-10-19,2001-08-18,91
M,1918-06-11,2009-10-07,91
M,1923-06-27,2006-09-06,83
M,1986-10-27,2015-09-12,28
M,1924-08-16,2008-11-30,84
M,1930-08-28,2015-08-23,84
M,1920-05-01,2000-10-29,80
F,1927-03-28,2004-12-29,77
M,1927-11-06,2016-02-17,88
F,1913-08-18,2007-07-21,93
F,1927-06-20,2007-11-28,80
M,1944-07-07,2012-05-05,67
F,1916-11-19,2004-12-23,88
F,1930-01-08,2017-04-14,87
F,1922-07-04,2020-01-28,97
M,1937-01-23,2003-03-21,66
F,1939-08-09,2003-06-14,63
F,1957-12-22,2020-03-31,62
M,1958-03-21,2013-12-31,55
M,1923-10-22,2008-11-09,85
F,1916-11-06,2008-05-22,91
F,1915-05-02,2010-01-11,94
F,1916-02-05,2011-07-15,95
F,1929-09-03,2016-06-12,86
M,1942-04-24,2012-10-08,70
M,1922-08-30,2002-05-22,79
M,1922-08-06,2000-11-21,78
M,1949-08-19,2015-05-27,65
F,1929-02-26,2004-06-11,75
M,1925-02-01,2012-07-30,87
M,1921-05-23,2008-04-25,86
F,1965-12-23,2017-07-03,51
F,1955-10-12,2015-05-14,59
F,1945-08-17,2017-12-24,72
M,1931-06-18,2020-04-13,88
F,1929-08-18,2018-12-16,89
M,1924-07-03,2007-09-16,83
F,1921-10-22,2010-01-02,88
F,1940-03-28,2013-02-01,72
M,1945-10-20,2014-08-29,68
M,1939-01-07,2004-02-18,65
M,1929-01-03,2015-10-22,86
F,1928-02-23,2015-05-22,87
M,1952-07-10,2019-07-26,67
F,1925-07-29,2005-05-14,79
M,1913-02-08,2000-09-25,87
F,1911-08-15,2003-06-22,91
